Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
TCGA-3A-A9IC-01,0.017965919,0,0,0.009799338,0,0.181174254,0,0.013405052,0.045447873,0,0.032138884,0.01604502,0,0.131702182,0.014649612,0.257076972,0.005113606,0.010371151,0.035190324,0.010441429,0,0.026523165,0,0.560181022,0.832012825,0.807044782
TCGA-3A-A9IH-01,0.015429977,0.014884954,0,0.015752051,0,0.130822791,0,0.049136862,0.024854285,0,0,0.031698718,0.015339485,0.114455197,0.027512064,0.188756042,0.018352023,0.032051343,0.020689919,0,0,0.000323971,0,0.569470518,0.828815615,0.700059684
TCGA-3A-A9IJ-01,0.002794729,0,0.006420005,0.006966909,0,0.091155452,0,0.062606625,0.005274932,0,0.017982755,0.002337942,0.036688218,0,0,0.140392023,0,0.003881956,0.038112522,0,0,0.002144061,0.01,0.183233292,1.015170989,0.416758127
TCGA-3A-A9IL-01,0.035821461,0,0.001322018,0.012191378,0,0.155051252,0,0.025130311,0.038903731,0,0.026459622,0.010489969,0.017462833,0,0.005356214,0.171353708,0,0.007583413,0.085953656,0,0,0,0,0.313750033,0.95547233,0.593079565
TCGA-3A-A9IN-01,0.078684774,0,0.021585517,0.023553139,0,0.108889539,0,0.095075808,0.018969685,0,0.026930961,0.003022734,0.012917157,0.026123943,0.013991561,0.212125609,0,0,0.037366106,0.004124203,0,0,0,0.336592325,0.944662388,0.683360737
TCGA-3A-A9IO-01,0.072310312,0,0.011494644,0.029019604,0,0.080338995,0,0.029473295,0.01615902,0,0.032733779,0.017101228,0.014094808,0.076926223,0,0.096148057,0.000253597,0.015925852,0.042990544,0,0,0,0.12,0.115397102,1.036662227,0.534969957
TCGA-3A-A9IR-01,0.029053737,0,0.001476348,0.040782248,0,0.164935723,0,0.027682494,0.068129732,0,0.003019544,0.030936142,0.024418769,0,0.024772291,0.153466242,0.000970115,0,0.073771553,0,0,0.001192241,0.14,0.111280249,1.044642782,0.644607178
TCGA-3A-A9IS-01,0.005682591,0,0.017628767,0.006079951,0,0.087712868,0.002177737,0.029506612,0.01059792,0,0.043001379,0.003500393,0.033877105,0.011755001,0,0.086222813,0,0.001085508,0.067133888,0,0,0.000558865,0.32,0.070049529,1.054598896,0.406521397
TCGA-3A-A9IU-01,0.019922608,0.032514131,0.012413526,0.017187671,0,0.08445589,0,0.046279667,0.01548703,0,0.004155093,0.026282607,0,0.269287676,0.018035773,0.104786733,0,0.014570466,0.039833181,0,0,0,0,0.697691744,0.736341802,0.705212052
TCGA-3A-A9IV-01,0.03853646,0,0.002213561,0.004236913,0,0.031942847,0,0.007677235,0.045861436,0,0.004347815,0.028108569,0,0.142742154,0.007405562,0.160272712,0,0,0.024446949,0,0,0.004742257,0,0.348240926,0.953714694,0.502534471
TCGA-3A-A9IX-01,0.118291355,0.044779296,0,0.085884112,0,0.233616325,0,0.075053008,0.080079908,0,0.025030124,0.001916073,0.089700388,0.022192688,0.006927223,0.230791238,0.042318664,0.083616071,0.081128261,0,0,0,0,0.816885776,0.710807655,1.221324735
TCGA-3A-A9IZ-01,0.017747121,0,0,0,0,0.137270564,0,0.037715192,0.053371685,0,0.01953083,0.037912746,0,0.1253336,0.034685209,0.116917018,0,0.006517745,0,0.051056991,0.019019186,0.044471817,0,0.257221713,0.985015744,0.701549704
TCGA-3A-A9J0-01,0.028397144,0.003651986,0.036810777,0.027837273,0,0.077894318,0,0.024831004,0.028188586,0,0.008010042,0.016294562,0,0.290065971,0.015214917,0.173376809,0,0,0.000544396,0.027242558,0,0.001323668,0,0.736072573,0.698900642,0.759684011
TCGA-3E-AAAY-01,0.046675743,0,0,0.057473639,0,0.257960817,0,0.039785139,0.016845825,0,0.029922539,0.003121628,0.009910373,0.139963065,0.037702046,0.378817485,0.024833154,0.011902057,0.032106259,0.011642568,0,0.031049369,0,0.670362319,0.768972978,1.129711706
TCGA-3E-AAAZ-01,0.038758046,0,0.009052128,0.022213293,0,0.137668287,0,0.037722866,0.013947973,0,0.036099416,0,0.010289412,0.062281731,0.005526791,0.177643473,0.001933122,0.008346992,0.069337885,0,0,0.001498966,0,0.553956453,0.84146836,0.632320379
TCGA-F2-6879-01,0.035775909,0,0.00182446,0,0,0.204555659,0,0.015181552,0.034904984,0,0.013622966,0.002735715,0.007730508,0.160551347,0.023240371,0.120360405,0.011834279,0.003543255,0.054536375,0,0,0.006741366,0,0.597062759,0.813074841,0.69713915
TCGA-F2-6880-01,0.047707207,0,0.001589163,0.034892008,0,0.10086794,0,0.022693797,0.009831054,0,0.032766374,0,0.01650757,0.020902786,0.006049758,0.119996773,0,0,0.082808975,0,0,0,0,0.296838495,0.961827072,0.496613405
TCGA-F2-7273-01,0.044343043,0,0.0008058,0.037380286,0,0.348240009,0.015183715,0,0.003988505,0,0.070591455,0,0.031655198,0.085884741,0.023532983,0.318693992,0.005865571,0.036672,0.098816726,0,0,0.008564805,0,0.686753343,0.769584344,1.130218828
TCGA-F2-7276-01,0.143091539,0,0,0.051976962,0,0.269541224,0,0.038116999,0.047448201,0,0.039765146,0,0.029367375,0.19186509,0.061760233,0.225510243,0,0,0.030006929,0.026941029,0,0.018456613,0,0.807401952,0.695598099,1.173847581
TCGA-F2-A44G-01,0,0.018908738,0,0.004565298,0,0.143333816,0,0.019249415,0.032889745,0,0,0.05836893,0,0.210198085,0.038440044,0.186785567,0.007421048,0.062431207,0.041401204,0.022395364,2.44E-06,0.041480774,0,0.414885395,0.911476872,0.887871675
TCGA-F2-A44H-01,0,0.014087211,0,0.007589748,0,0.16350364,0,0.001262884,0.041991961,0,0.021993059,0.021027244,0.059556955,0.457140055,0.015725024,0.167069534,0.006211208,0.015745028,0,0.05640009,0,0.000516996,0,0.855158455,0.581102101,1.049820637
TCGA-F2-A7TX-01,0.054379623,0,0,0.085690335,0,0.200955022,0.01676968,0.05310925,0.059194044,0,0.023388046,0.058326646,0.023365638,0.063232765,0.117790315,0.217526004,0,0,0.028062187,0.001129986,0,0,0,0.724156693,0.740179388,1.002919541
TCGA-F2-A8YN-01,0.011079119,0.005582122,0,0,0,0.114070691,0,0.014025732,0.04063693,0,0.017831834,0.024375128,0.013881573,0.174559695,0,0.224032558,0.019033265,0.019228007,0.024596455,0,0,0.012705901,0,0.615414287,0.794151081,0.71563901
TCGA-FB-A4P5-01,0.265643703,0,0,0.195849686,0,0.285875371,0,0.12323612,0.068496375,0,0.025764549,0.007006149,0.047958331,0.118626684,0.046535025,0.238111003,0,0.033304878,0.041345781,0,0,0,0,0.821051864,0.68728532,1.497753655
TCGA-FB-A4P6-01,0.039283508,0,0,0.075166099,0,0.227970615,0,0.014166191,0.069197038,0,0.056777571,0.000351023,0.040582219,0.013095174,0.012430821,0.206101118,0.013777425,0.024488756,0.142919808,0,0,0,0,0.651091107,0.791810044,0.936307367
TCGA-FB-A545-01,0.026602381,0,0.003848442,0,0,0.088495808,0,0.010191344,0.046599264,0,0,0.04092042,0,0.290836811,0.005961006,0.04656463,0,0,0.036404036,0.011076255,0,0,0,0.707698621,0.717320298,0.607500397
TCGA-FB-A5VM-01,0.050529592,0.017111829,0,0.08121553,0,0.171982889,0,0.039163232,0.095250496,0,0.006566909,0.047833492,0.026112456,0.243015252,0.018360406,0.267739263,0,0.035545244,0.012136528,0.01858015,0,0.000202434,0,0.834805193,0.658403083,1.131345702
TCGA-FB-A78T-01,0,0.010557388,0,0.019548645,0,0.166246738,0,0.012090735,0.055321636,0,0.036585148,0.005501471,0.14094291,0.203409758,0.015922685,0.144583907,0.012878733,0.017946418,0.014635387,0.002057149,0,0,0,0.682052441,0.759008041,0.858228708
TCGA-FB-A7DR-01,0.046392456,0,0.001443654,0.019919139,0,0.149610676,0.001448616,0.022369582,0.047899769,0,0.027615147,0.019677009,0.015583381,0.101241509,0.026572262,0.194807123,0,0.049892099,0.094791651,0,0,0.008939513,0,0.515514516,0.861243764,0.828203586
TCGA-FB-AAPP-01,0.044481349,0,0.001292984,0,0,0.154318359,0,0.02088439,0.05623807,0,0.069106353,0.007505237,0.022103308,0.016540734,0.006090903,0.051491511,0.003192458,0,0.015441319,0,0,0,0.02,0.163554056,1.033135267,0.468686974
TCGA-FB-AAPQ-01,0.032037745,0,0.001134436,0.015327665,0,0.08573712,0,0.014315799,0.0223211,0,0.01322628,0.00781156,0.006740183,0.344360412,0.010052694,0.076348024,0,0.00446132,0,0.04286245,0,0,0,0.57331035,0.820614968,0.676736788
TCGA-FB-AAPS-01,0.13116029,0.015957349,0,0.076373259,0,0.282573639,0,0.057475722,0.055643141,0,0.019227129,0.02770925,0.007250645,0.211261861,0.030704095,0.298874918,0,0.018630512,0.052729273,0,0,0.001258896,0,0.825285588,0.678746147,1.28682998
TCGA-FB-AAPU-01,0.03795884,0,0,0.029919578,0,0.199665212,0,0.01093524,0.049915143,0,0.031585822,0,0.00666809,0.019555735,0.004292771,0.130507819,0.027371109,0.038254746,0,0.01441965,0,0,0,0.314957845,0.957455528,0.601049754
TCGA-FB-AAPY-01,0.110870907,0.024094563,0,0.078951142,0,0.252854643,0,0.063745624,0.101233005,0,0.002177997,0.052396,0.031082776,0.087402709,0.023813834,0.317815463,0.020853166,0.05315879,0.003353221,0.051132467,0,0.010295793,0,0.786496161,0.713629139,1.285232101
TCGA-FB-AAPZ-01,0.042681895,0,0,0.023172087,0,0.168922881,0.006826866,0.059085082,0.03058955,0,0.020458254,0.001759095,0.008037134,0.278942526,0.022096648,0.217966057,0,0.020474458,0.057648208,0,0,0.008674684,0,0.776101438,0.688627954,0.967335425
TCGA-FB-AAQ0-01,0,0.017686894,0,0,0,0.111443882,0,0.009443545,0.083212045,0,0,0.061639369,0.002738721,0.116620478,0.007703336,0.08525921,0,0,0,0.07185756,0,0.002534153,0,0.397457246,0.920330321,0.570139194
TCGA-FB-AAQ1-01,0.007675813,0,0,0.028337822,0,0.131388897,0,0.017510647,0.055215159,0,0.002917834,0.036094325,0.043114335,0.239730312,0.007094001,0.203782331,0,0.00300148,0.039957698,0,0,0,0,0.735684413,0.711083296,0.815820653
TCGA-FB-AAQ2-01,0.073538951,0.011333351,0,0,0,0.094723624,0,0.061922599,0.062678039,0,0.014516073,0,0.014048938,0.157218086,0.010473316,0.091356897,0,0.000283904,0.011629225,0,0,0,0,0.634096226,0.78985499,0.603723003
TCGA-FB-AAQ3-01,0.003804465,0.001773597,0,0.03885929,0,0.167880408,0,0.02815708,0.048366299,0,0,0.018238628,0.047397003,0.105852775,0.030445102,0.277538075,0.00822162,0.04051541,0.0273247,0,0,0.001026202,0,0.613779679,0.8020562,0.845400654
TCGA-FB-AAQ6-01,0.008238177,0.026139108,0.006533527,0.003933963,0,0.126735472,0,0.010626309,0.088541436,0,0,0.050351743,0,0.124992858,0.020812046,0.109686774,0,0,0.001814394,0.018587505,0,0.002283843,0,0.445525854,0.894808961,0.599277156
TCGA-H6-8124-01,0.02538392,0,0.002726432,0.00795183,0,0.099793701,0,0.009706319,0.040470984,0,0.018804517,0.010556739,0,0.219091217,0.00791724,0.11698887,0,0,0.023114813,0.016463458,0,0.001766994,0,0.518701108,0.854671099,0.600737034
TCGA-H6-A45N-01,0.067330385,0.009522293,0,0.096481676,0,0.185947077,0,0.045583982,0.034464181,0,0.02738697,0.011490837,0.015317486,0.25393981,0.0364401,0.240486398,0,0.017160862,0.031827413,0.000236521,0,0,0,0.808158767,0.675699986,1.073615992
TCGA-H8-A6C1-01,0.043275829,0.053888319,0,0.039964474,0,0.187207291,0,0.031265228,0.095066014,0,0,0.056506281,0.024905839,0.052490079,0.015689912,0.171790402,0.036155399,0.04775027,0.045896729,0.030695063,0,0.01794848,0,0.599268369,0.822342037,0.95049561
TCGA-HV-A5A3-01,0,0.019772809,0,0.00171008,0,0.120805431,0,0.041804333,0.062562895,0,0.025907656,0.028535148,0.003514499,0.174008475,0.00865026,0.114060805,0,0.017396785,0,0.028285593,0,0.000745698,0,0.431448509,0.903336881,0.647760468
TCGA-HV-A5A4-01,0.009239472,0.002627288,0,0,0,0.163808326,0,0.02499306,0.047289345,0,0,0.067522934,0,0.23722885,0.022786929,0.200632489,0,0.018064508,0.032778978,0,0,0,0,0.670503875,0.757827809,0.826972178
TCGA-HV-A5A5-01,0.034821796,0,0.001274812,0.005512222,0,0.249179691,0,0.051382356,0.065160658,0,0.073292723,0,0.037091324,0.126979342,0.023043923,0.197277453,0,0.02522379,0.031889271,0,0,0.0030685,0,0.686564791,0.766021038,0.925197863
TCGA-HV-A5A6-01,0,0.00106808,0.000240871,0.009703809,0,0.118939151,0,0.007637684,0.024051292,0,0.010100464,0.030335414,0.008268814,0.308288983,0.009346797,0.079852183,0,0.017958845,0,0.026418648,0,0.001533682,0,0.702619328,0.717750855,0.653744717
TCGA-HV-A7OL-01,0.263563454,0,0,0.088899733,0,0.169985718,0,0.141391677,0.077589297,0,0,0.089420935,0.018703031,0.167001929,0.05322626,0.211071573,0,0.018327073,0.04353562,0,0,0.015493228,0,0.742998373,0.737959514,1.358209526
TCGA-HV-A7OP-01,0.046704405,0,0.009630051,0.028280595,0,0.087204838,0.01187222,0.058307965,0.017212702,0,0.005444532,0.022014943,0.013521631,0.005871777,0.004281063,0.177436621,0,0,0,0.033906049,0,0.00774744,0.01,0.230868202,0.992465244,0.529436832
TCGA-HV-AA8V-01,0.017030755,0.000139309,0,0.039211468,0,0.10743398,0,0.02837628,0.057660457,0,0.023333353,0.019781568,0.010919121,0.259263014,0.003480301,0.205480073,0.001579856,0.022327652,0.066926713,0,0,0.004661902,0,0.750725529,0.702781232,0.867605803
TCGA-HV-AA8X-01,0,0.01136948,0.006834056,0,0,0.102960395,0,0.023942944,0.044977074,0,0,0.037767427,0.004785786,0.084157662,0.011085598,0.143630588,0.017504624,0.020630248,0.090781668,0,0,0.002711757,0,0.348550599,0.940407127,0.603139307
TCGA-HZ-7289-01,0.053232279,0,0.00033664,0.025528819,0,0.110266172,0,0.005764331,0.074516403,0,0,0.07524368,0.010021174,0.084796351,0.000962982,0.051927614,0,0.001313836,0,0.008709907,0,0,0.01,0.19133899,1.024923372,0.502620189
TCGA-HZ-7918-01,0.064015785,0,0,0.079046997,0,0.399822534,0.017164863,0.066557215,0.070183389,0,0.042910144,0.002717083,0.039173462,0.106325286,0.10671963,0.323803681,0.032060716,0,0.025058306,0,0,0.009997532,0,0.666677611,0.776270064,1.385556622
TCGA-HZ-7919-01,0.011142005,0,0.004448647,0.001931468,0,0.256801265,0.00492269,0.030577543,0.039705712,0,0.01816461,0.018852119,0.028985537,0.050798373,0.04329175,0.184533093,0.019357692,0.031099298,0.106808291,0,0,0,0,0.647913837,0.794147516,0.851420091
TCGA-HZ-7920-01,0.113647816,0,0,0.096482442,0,0.279871804,0.01659528,0,0.033320353,0,0.022877179,0.016106151,0.101911288,0,0.040478611,0.25570689,0.013231859,0.01492384,0.133141247,0,0,0.012905285,0,0.692708076,0.775641076,1.151200046
TCGA-HZ-7922-01,0.050293079,0,0,0.012331222,0,0.255820483,0,0.012976704,0.050793415,0,0.01641015,0.013124491,0.032535678,0.082545411,0.044986644,0.186696299,0.024221588,0.005536477,0.07766355,0,0.000803087,0.010543513,0,0.643762855,0.796075147,0.877281791
TCGA-HZ-7923-01,0.085197393,0,0.017987455,0.059179142,0,0.373823073,0.020107887,0.055599339,0.041815113,0,0.065461615,0,0.08817129,0.015458793,0.01936139,0.319485278,0.071771305,0.070891143,0.13943191,0,0,0.018858185,0,0.76995948,0.738376479,1.462600312
TCGA-HZ-7924-01,0.042650789,0,0.00742203,0.039841116,0,0.270778227,0,0,0.033713966,0,0.051316644,0.007909099,0.021533485,0.002302786,0.011653234,0.21940275,0,0.01932276,0.182372114,0,0,0.000826462,0,0.55677179,0.839272594,0.91104546
TCGA-HZ-7925-01,0.040264355,0,0.001951913,0,0,0.219605646,0,0.014174297,0.057430523,0,0.0064483,0.018146685,0.007736471,0.178773819,0.008538529,0.297312504,0,0.050149263,0.006520761,0.020374729,0.006524223,0.04840274,0,0.554340653,0.834474004,0.982354758
TCGA-HZ-7926-01,0.175337177,0,0,0.053795633,0,0.193078044,0.01936961,0.002121617,0.071243001,0,0.028532219,0,0.026012189,0.044152516,0.007991082,0.173460366,0.016452628,0.066911341,0.029816675,0.00328462,0.007766934,0.0043474,0,0.623529359,0.809573092,0.923673053
TCGA-HZ-8001-01,0.09561592,0,0,0.099042249,0,0.207657213,0,0.043087862,0.044884079,0,0,0.049935037,0.072282945,0.038684405,0.024739505,0.412791503,0.035280128,0.017437217,0.115399306,0,0.004776416,0.022049992,0,0.824671748,0.693842741,1.283663778
TCGA-HZ-8002-01,0.041610043,0,0,0.060008944,0,0.280046296,0,0.0237031,0.013307215,0,0.015282398,0.021395349,0.086356714,0.076107904,0.022366057,0.241090335,0.020638487,0.022728036,0.107272289,0,0,0.007885108,0,0.760717881,0.731947337,1.039798276
TCGA-HZ-8003-01,0.072130245,0,0,0.061164498,0,0.302827257,0.005260104,0.038402255,0.024356924,0,0.028797206,0.020528345,0.052402988,0.200406913,0.058349273,0.270213288,0,0.023975827,0.054160183,0,0,0.016560826,0,0.749050563,0.728395341,1.22953613
TCGA-HZ-8005-01,0,0,0,0.023958382,0,0.154246081,0.014410528,0.010831899,0.008578173,0,0.058318935,0.015063963,0.008013259,0.159380707,0.078427052,0.232433436,0,0,0.031395838,0,0,0.0080175,0,0.624911509,0.791125625,0.803075751
TCGA-HZ-8315-01,0.006934867,0.008746351,0,0,0,0.28621945,0.006160553,0.050946178,0.014747946,0,0.028322539,0.014041282,0.032073858,0.126021227,0.083405544,0.303342542,0.010321237,0.015124995,0.109747104,0,0.007418916,0.010258825,0,0.617620889,0.805119626,1.113833414
TCGA-HZ-8317-01,0.018252635,0,0,0,0,0.165263643,0,0.010377012,0.028878975,0,0.008261404,0.023912481,0.028493655,0.0502133,0.012695505,0.240853664,0.000902347,0.05024948,0.00305678,0.105261398,0,0.026509125,0,0.557318524,0.836391036,0.773181402
TCGA-HZ-8519-01,0.051178202,0,0.003403334,0.060383094,0,0.243028431,0,0.047235911,0.030616387,0,0.047267191,0.005455924,0.02788908,0.105847579,0.040943715,0.199038385,0.02287673,0,0.078914156,0,0,0,0,0.731608198,0.745944168,0.964078118
TCGA-HZ-8636-01,0.020005593,0,0,0.004669642,0,0.245448155,0,0.027276821,0.019334174,0,0.005529286,0.010683903,0.083960828,0.139472415,0.023526704,0.279844166,0.042654153,0.02790043,0.02392357,0.037445468,0,0.005505861,0,0.809381023,0.68271119,0.99718117
TCGA-HZ-8637-01,0.122887175,0.001205416,0,0.12556895,0,0.259158745,0.043926934,0.094765791,0.134423926,0,0.009993782,0.088115406,0.036142577,0.260824146,0.175802832,0.497988187,0.02083107,0,0.040250919,0,0,0.028795477,0,0.771174979,0.712733197,1.940681335
TCGA-HZ-8638-01,0.032136921,0,0.026754901,0.03924161,0,0.237725455,0,0.049522188,0.022562629,0,0,0.065673051,0.041387893,0.002058687,0.075297301,0.113203883,0,0,0,0.105523792,0,0.039971552,0,0.385105576,0.923194641,0.851059863
TCGA-HZ-A49G-01,0.013349919,0,8.09E-05,0.016491493,0,0.234374855,0,0.040581366,0.06141087,0,0.018092538,0.016964656,0.146024563,0.325171141,0.012046292,0.226539249,0,0.039007427,0.036851299,0.013579006,0,0,0,0.840030193,0.643900762,1.200565602
TCGA-HZ-A49H-01,0.053877347,0,0.011421712,0.094737501,0,0.287476611,0.021390833,0.05167307,0.040525191,0,0.007284546,0.010166785,0.050678941,0,0.050193988,0.301229662,0.019539447,0.034783066,0.114331401,0.047366805,0,0.020456455,0,0.716550113,0.760301767,1.217133362
